participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.question_id,player.question,player.solution,player.submitted_answer,player.is_correct,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,ow6n8f03,,0,19,18,quiz,Results,2022-10-12 21:57:30.538424+00:00,1,,,0,7,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,k4h672sw,,,,,0
8,w5asqq06,,0,19,18,quiz,Results,2022-10-12 21:57:36.827506+00:00,1,,,0,8,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,k4h672sw,,,,,0
9,wjdjp4np,,0,19,18,quiz,Results,2022-10-12 21:57:38.906614+00:00,1,,,0,9,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,k4h672sw,,,,,0
10,31uzrmpf,,0,19,18,quiz,Results,2022-10-12 21:57:29.117689+00:00,1,,,0,10,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,k4h672sw,,,,,0
11,p75tkzf3,,0,19,18,quiz,Results,2022-10-12 21:57:27.365760+00:00,1,,,0,11,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,k4h672sw,,,,,0
1,axszfck9,,0,18,18,quiz,Results,2022-10-12 21:57:26.819020+00:00,1,,,0,1,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,k4h672sw,,,,,0
2,ik9gj853,,0,19,18,quiz,Results,2022-10-12 21:57:28.066873+00:00,1,,,0,2,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,k4h672sw,,,,,0
3,hq3z8cv7,,0,19,18,quiz,Results,2022-10-12 21:57:33.454510+00:00,1,,,0,3,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,k4h672sw,,,,,0
4,izx1w43a,,0,19,18,quiz,Results,2022-10-12 21:57:35.660420+00:00,1,,,0,4,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,k4h672sw,,,,,0
5,ktvaq7ko,,0,19,18,quiz,Results,2022-10-12 21:58:05.938110+00:00,1,,,0,5,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,k4h672sw,,,,,0
6,fo2m6gkt,,0,19,18,quiz,Results,2022-10-12 21:57:27.130810+00:00,1,,,0,6,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,k4h672sw,,,,,0
7,ow6n8f03,,0,19,18,quiz,Results,2022-10-12 21:57:30.538424+00:00,1,,,0,7,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,k4h672sw,,,,,0
8,w5asqq06,,0,19,18,quiz,Results,2022-10-12 21:57:36.827506+00:00,1,,,0,8,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,k4h672sw,,,,,0
9,wjdjp4np,,0,19,18,quiz,Results,2022-10-12 21:57:38.906614+00:00,1,,,0,9,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,k4h672sw,,,,,0
10,31uzrmpf,,0,19,18,quiz,Results,2022-10-12 21:57:29.117689+00:00,1,,,0,10,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,k4h672sw,,,,,0
11,p75tkzf3,,0,19,18,quiz,Results,2022-10-12 21:57:27.365760+00:00,1,,,0,11,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,k4h672sw,,,,,0
1,axszfck9,,0,18,18,quiz,Results,2022-10-12 21:57:26.819020+00:00,1,,,0,1,,6,The personal benefit from the policy is,proportional to w_i,zero for those who do not hold any shares,0,0,1,6,k4h672sw,,,,,0
2,ik9gj853,,0,19,18,quiz,Results,2022-10-12 21:57:28.066873+00:00,1,,,0,2,,6,The personal benefit from the policy is,proportional to w_i,the same for all market participants,0,0,1,6,k4h672sw,,,,,0
3,hq3z8cv7,,0,19,18,quiz,Results,2022-10-12 21:57:33.454510+00:00,1,,,0,3,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
4,izx1w43a,,0,19,18,quiz,Results,2022-10-12 21:57:35.660420+00:00,1,,,0,4,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
5,ktvaq7ko,,0,19,18,quiz,Results,2022-10-12 21:58:05.938110+00:00,1,,,0,5,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
6,fo2m6gkt,,0,19,18,quiz,Results,2022-10-12 21:57:27.130810+00:00,1,,,0,6,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
7,ow6n8f03,,0,19,18,quiz,Results,2022-10-12 21:57:30.538424+00:00,1,,,0,7,,6,The personal benefit from the policy is,proportional to w_i,the same for all market participants,0,0,1,6,k4h672sw,,,,,0
8,w5asqq06,,0,19,18,quiz,Results,2022-10-12 21:57:36.827506+00:00,1,,,0,8,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
9,wjdjp4np,,0,19,18,quiz,Results,2022-10-12 21:57:38.906614+00:00,1,,,0,9,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
10,31uzrmpf,,0,19,18,quiz,Results,2022-10-12 21:57:29.117689+00:00,1,,,0,10,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
11,p75tkzf3,,0,19,18,quiz,Results,2022-10-12 21:57:27.365760+00:00,1,,,0,11,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,k4h672sw,,,,,0
